ACTION,DISCRIMINATOR,CHECKPOINT_ID,INSTALLATION_ID,NUMERIC_VALUE,STRING_VALUE,COMPONENT_NAME,TRANSACTION_ID,STATISTIC_DURATION,STATISTIC_NAME,ASSOCIATED_NAME,SINGLE_LATENCY,AVERAGE_LATENCY,MAX_LATENCY,MIN_LATENCY,TPS,MAX_LATENCY_TRANSACTION_ID,CREATED_ON_DATE,READY_FOR_DELETION_DATE,TOTAL_TRANSACTIONS,PROCESS_NAME,SLA1,SLA2,EXCEPTION_COUNT,CATEGORY,P95,P99,P999,P9999,P99999
INSERT,STATISTIC,,PM_A,0,,simple_cte_CTELinkPlugin,,1000,CTELink_dsdHandlerStatistic,,0,0,0,0,0,,1449540038000,1450144838000,0,simple_cte,0,0,0,PM,0,0,0,0,0
INSERT,STATISTIC,,PM_A,0,,simple_cte_CTELinkPlugin,,1000,CTELink_syncCallStatistic,,0,0,0,0,0,,1449540038000,1450144838000,0,simple_cte,0,0,0,PM,0,0,0,0,0
INSERT,STATISTIC,,PM_A,0,,simple_cte_CTELinkPlugin,,1000,CTELink_syncCallDSDStatistic,,0,0,0,0,0,,1449540038000,1450144838000,0,simple_cte,0,0,0,PM,0,0,0,0,0
INSERT,STATISTIC,,PM_A,0,,simple_cte_CTELinkPlugin,,1000,CTELink_dsdHandlerExecutionStatistic,,0,0,0,0,0,,1449540038000,1450144838000,0,simple_cte,0,0,0,PM,0,0,0,0,0
INSERT,STATISTIC,,PM_A,0,,simple_cte_CTELinkPlugin,,1000,CTELink_dsdHandlerExecutionStatistic,,0,0,0,0,0,,1449540039000,1450144839000,0,simple_cte,0,0,0,PM,0,0,0,0,0
INSERT,STATISTIC,,PM_A,0,,simple_cte_CTELinkPlugin,,1000,CTELink_syncCallStatistic,,0,0,0,0,0,,1449540039000,1450144839000,0,simple_cte,0,0,0,PM,0,0,0,0,0
INSERT,STATISTIC,,PM_A,0,,simple_cte_CTELinkPlugin,,1000,CTELink_dsdHandlerStatistic,,0,0,0,0,0,,1449540039000,1450144839000,0,simple_cte,0,0,0,PM,0,0,0,0,0
INSERT,STATISTIC,,PM_A,0,,simple_cte_CTELinkPlugin,,1000,CTELink_syncCallDSDStatistic,,0,0,0,0,0,,1449540039000,1450144839000,0,simple_cte,0,0,0,PM,0,0,0,0,0
INSERT,STATISTIC,,PM_A,0,,simple_cte_CTELinkPlugin,,1000,CTELink_dsdHandlerStatistic,,0,0,0,0,0,,1449540040000,1450144840000,0,simple_cte,0,0,0,PM,0,0,0,0,0
INSERT,STATISTIC,,PM_A,0,,simple_cte_CTELinkPlugin,,1000,CTELink_syncCallDSDStatistic,,0,0,0,0,0,,1449540040000,1450144840000,0,simple_cte,0,0,0,PM,0,0,0,0,0
INSERT,STATISTIC,,PM_A,0,,simple_cte_CTELinkPlugin,,1000,CTELink_dsdHandlerExecutionStatistic,,0,0,0,0,0,,1449540040000,1450144840000,0,simple_cte,0,0,0,PM,0,0,0,0,0
INSERT,STATISTIC,,PM_A,0,,simple_cte_CTELinkPlugin,,1000,CTELink_syncCallStatistic,,0,0,0,0,0,,1449540040000,1450144840000,0,simple_cte,0,0,0,PM,0,0,0,0,0
INSERT,STATISTIC,,PM_A,0,,simple_cte_CTELinkPlugin,,1000,CTELink_dsdHandlerExecutionStatistic,,0,0,0,0,0,,1449540041000,1450144841000,0,simple_cte,0,0,0,PM,0,0,0,0,0
INSERT,STATISTIC,,PM_A,0,,simple_cte_CTELinkPlugin,,1000,CTELink_syncCallStatistic,,0,0,0,0,0,,1449540041000,1450144841000,0,simple_cte,0,0,0,PM,0,0,0,0,0
INSERT,STATISTIC,,PM_A,0,,simple_cte_CTELinkPlugin,,1000,CTELink_dsdHandlerStatistic,,0,0,0,0,0,,1449540041000,1450144841000,0,simple_cte,0,0,0,PM,0,0,0,0,0
INSERT,STATISTIC,,PM_A,0,,simple_cte_CTELinkPlugin,,1000,CTELink_syncCallDSDStatistic,,0,0,0,0,0,,1449540041000,1450144841000,0,simple_cte,0,0,0,PM,0,0,0,0,0
INSERT,STATISTIC,,PM_A,0,,simple_cte_CTELinkPlugin,,1000,CTELink_dsdHandlerStatistic,,0,0,0,0,0,,1449540043000,1450144843000,0,simple_cte,0,0,0,PM,0,0,0,0,0
INSERT,STATISTIC,,PM_A,0,,simple_cte_CTELinkPlugin,,1000,CTELink_dsdHandlerExecutionStatistic,,0,0,0,0,0,,1449540043000,1450144843000,0,simple_cte,0,0,0,PM,0,0,0,0,0
INSERT,STATISTIC,,PM_A,0,,simple_cte_CTELinkPlugin,,1000,CTELink_syncCallStatistic,,0,0,0,0,0,,1449540043000,1450144843000,0,simple_cte,0,0,0,PM,0,0,0,0,0
